"Identifier","Akt","mTOR","Akt_0.7_0.6","mTOR_0.7_0.6","Akt_0.7_0.7","mTOR_0.7_0.7","Akt_0.7_0.8","mTOR_0.7_0.8","Akt_0.7_0.9","mTOR_0.7_0.9","Akt_0.7_1","mTOR_0.7_1","Akt_0.8_0.6","mTOR_0.8_0.6","Akt_0.8_0.7","mTOR_0.8_0.7","Akt_0.8_0.8","mTOR_0.8_0.8","Akt_0.8_0.9","mTOR_0.8_0.9","Akt_0.8_1","mTOR_0.8_1","Akt_0.9_0.6","mTOR_0.9_0.6","Akt_0.9_0.7","mTOR_0.9_0.7","Akt_0.9_0.8","mTOR_0.9_0.8","Akt_0.9_0.9","mTOR_0.9_0.9","Akt_0.9_1","mTOR_0.9_1","Akt_0.95_0.6","mTOR_0.95_0.6","Akt_0.95_0.7","mTOR_0.95_0.7","Akt_0.95_0.8","mTOR_0.95_0.8","Akt_0.95_0.9","mTOR_0.95_0.9","Akt_0.95_1","mTOR_0.95_1"
"LL5B;536;",NA,NA,0.128,0.28,0.014,0.351,0.006,0.274,0.1,0.503,0.009,0.252,0.049,0.212,0.026,0.25,0.046,0.172,0.027,0.259,0.006,0.363,0.04,0.458,0.055,0.209,0.001,0.243,0.03,0.399,0.011,0.261,0.048,0.265,0.027,0.211,0.016,0.251,0.03,0.749,0.029,0.382
"LL5B;983;",NA,NA,0.132,0.355,0.074,0.678,0.018,0.302,0.243,0.386,0.024,0.505,0.129,0.173,0.071,0.157,0.095,0.278,0.043,0.236,0.02,0.377,0.037,0.373,0.078,0.179,0.038,0.271,0.248,0.066,0.042,0.156,0.218,0.122,0.025,0.148,0.06,0.174,0.046,0.706,0.045,0.197
"LLGL1;658;",NA,NA,0,0.153,0,0.112,0,0.061,0,0.087,0.001,0.082,0.005,0.038,0.001,0.01,0,0.023,0.004,0.032,0,0.016,0.001,0.053,0.005,0.096,0.002,0.08,0.002,0.111,0,0.016,0.055,0.239,0.01,0.216,0.015,0.143,0.035,0.071,0.013,0.136
"LLGL1;662;",NA,NA,0.001,0.029,0.003,0.116,0.001,0.057,0,0.02,0.012,0.019,0.008,0.032,0.005,0.014,0,0.027,0.017,0.012,0,0.005,0.001,0.047,0.005,0.073,0.001,0.063,0.002,0.116,0,0.026,0.031,0.178,0.014,0.227,0.012,0.104,0.024,0.06,0.016,0.142
"LLGL1;964;",NA,NA,0.009,0.173,0.004,0.253,0,0.309,0.038,0.161,0,0.417,0.028,0.086,0.016,0.094,0,0.129,0.026,0.186,0.009,0.106,0.013,0.188,0.019,0.061,0.009,0.505,0.073,0.137,0.015,0.141,0.021,0.231,0.005,0.256,0.006,0.333,0.019,0.157,0.008,0.192
"LLGL1;982;",NA,NA,0.003,0.062,0.003,0.018,0.001,0.088,0,0.026,0.012,0.029,0.002,0.186,0.014,0.256,0.001,0.185,0.02,0.066,0.001,0.03,0.008,0.127,0.013,0.079,0.005,0.115,0.001,0.107,0,0.151,0.007,0.237,0.006,0.209,0.001,0.116,0.005,0.346,0.001,0.102
"LLGL1;986;",NA,NA,0.016,0.571,0.003,0.726,0,0.731,0,0.934,0.003,0.788,0.01,0.715,0.013,0.657,0,0.465,0.01,0.539,0,0.415,0.011,0.236,0.005,0.54,0.005,0.464,0.004,0.768,0.002,0.621,0.021,0.416,0.013,0.592,0.014,0.467,0.024,0.186,0.012,0.453
"LLGL1;989;",NA,NA,0.004,0.108,0.002,0.152,0.001,0.065,0,0.089,0.009,0.034,0.004,0.137,0.003,0.094,0,0.11,0.021,0.066,0,0.023,0.007,0.104,0.007,0.058,0.005,0.038,0.001,0.341,0,0.052,0.007,0.147,0.015,0.095,0.013,0.112,0.004,0.051,0,0.174
"LLGL1;992;",NA,NA,0,0.139,0.005,0.089,0.003,0.039,0.002,0.128,0.004,0.031,0.015,0.088,0.006,0.094,0,0.057,0.021,0.076,0,0.019,0.006,0.085,0.008,0.054,0.002,0.031,0,0.339,0,0.046,0.001,0.166,0.01,0.158,0.006,0.042,0,0.051,0.001,0.169
"LLREP3;259;",NA,NA,0.006,0.483,0.04,0.567,0.007,0.641,0.279,0.571,0.003,0.681,0.068,0.19,0.035,0.398,0.04,0.182,0.028,0.328,0.017,0.318,0.015,0.15,0.025,0.179,0.043,0.308,0.193,0.71,0.029,0.262,0.234,0.188,0.014,0.635,0.063,0.273,0.042,0.194,0.034,0.227
"LLREP3;281;",NA,NA,0,0.182,0,0.111,0.001,0.063,0,0.101,0.01,0.026,0.01,0.136,0.007,0.058,0,0.233,0.025,0.15,0.004,0.055,0.006,0.122,0.006,0.14,0.012,0.297,0.001,0.047,0.008,0.095,0.019,0.102,0.006,0.13,0.004,0.131,0.015,0.068,0.002,0.065
"LLREP3;77;",NA,NA,0.007,0.429,0.001,0.041,0.002,0.296,0.001,0.301,0.004,0.295,0.022,0.183,0.023,0.29,0.001,0.169,0.057,0.204,0.004,0.138,0.01,0.195,0.014,0.096,0.014,0.345,0.01,0.091,0,0.101,0.02,0.177,0.011,0.26,0.006,0.1,0.005,0.37,0.003,0.09
"LMN1;22;",NA,NA,0.103,0.8,0.007,0.939,0.008,0.76,0.021,0.944,0.002,0.774,0.046,0.753,0.007,0.852,0.022,0.731,0.017,0.692,0.004,0.934,0.01,0.731,0.024,0.874,0.004,0.722,0.008,0.8,0.006,0.886,0.076,0.792,0.133,0.736,0.119,0.866,0.176,0.635,0.05,0.733
"LMN1;277;",NA,NA,0,0.249,0.002,0.198,0,0.171,0,0.375,0.001,0.043,0.006,0.152,0.001,0.089,0,0.07,0.005,0.057,0,0.187,0.003,0.196,0.003,0.08,0.007,0.046,0,0.093,0,0.061,0.01,0.119,0.006,0.24,0.004,0.103,0,0.088,0.002,0.103
"LMN1;301;",NA,NA,0.028,0.192,0.024,0.179,0.608,0.123,0.04,0.082,0.096,0.37,0.149,0.13,0.212,0.072,0.068,0.102,0.073,0.116,0.168,0.065,0.09,0.147,0.06,0.176,0.526,0.122,0.164,0.184,0.052,0.151,0.151,0.304,0.177,0.297,0.349,0.222,0.287,0.218,0.423,0.194
"LMN1;390;",NA,NA,0.016,0.281,0.003,0.102,0,0.267,0,0.099,0.006,0.177,0.007,0.069,0.004,0.069,0,0.057,0.025,0.183,0,0.109,0.019,0.147,0.003,0.071,0.005,0.402,0.004,0.143,0.003,0.11,0.072,0.248,0.109,0.189,0.065,0.17,0.149,0.353,0.022,0.16
"LMN1;392;",NA,NA,0.014,0.209,0.006,0.101,0,0.108,0,0.132,0.002,0.088,0.007,0.216,0.008,0.235,0.001,0.388,0.012,0.27,0,0.251,0.02,0.124,0.01,0.452,0.014,0.46,0.008,0.128,0.003,0.485,0.015,0.572,0.021,0.168,0.002,0.191,0.006,0.067,0.004,0.186
"LMN1;404;",NA,NA,0.647,0.319,0.64,0.323,0.945,0.206,0.276,0.274,0.483,0.286,0.544,0.318,0.655,0.541,0.788,0.425,0.617,0.467,0.736,0.529,0.706,0.604,0.88,0.427,0.693,0.414,0.556,0.483,0.695,0.403,0.47,0.385,0.706,0.462,0.68,0.343,0.942,0.814,0.568,0.494
"LMN1;406;",NA,NA,0.161,0.256,0.144,0.472,0.155,0.296,0.262,0.389,0.016,0.399,0.18,0.365,0.377,0.37,0.224,0.405,0.259,0.472,0.15,0.613,0.15,0.612,0.49,0.608,0.086,0.446,0.085,0.171,0.018,0.354,0.177,0.596,0.05,0.342,0.034,0.298,0.01,0.827,0.17,0.445
"LMN1;407;",NA,NA,0.141,0.464,0.146,0.607,0.145,0.352,0.234,0.548,0.016,0.485,0.183,0.647,0.28,0.519,0.218,0.619,0.236,0.6,0.145,0.614,0.152,0.465,0.491,0.668,0.097,0.634,0.08,0.23,0.018,0.677,0.182,0.638,0.054,0.351,0.035,0.366,0.011,0.831,0.162,0.538
"LMN1;414;",NA,NA,0,0.219,0.004,0.125,0,0.149,0,0.05,0.001,0.46,0,0.131,0.002,0.095,0,0.211,0.003,0.155,0,0.089,0.007,0.053,0.002,0.098,0.015,0.085,0.004,0.038,0,0.129,0.008,0.172,0.005,0.075,0.001,0.067,0.003,0.145,0,0.059
"LMN1;429;",NA,NA,0.107,0.361,0.053,0.527,0.1,0.195,0.208,0.396,0.018,0.156,0.096,0.711,0.229,0.484,0.208,0.547,0.21,0.595,0.116,0.672,0.136,0.61,0.457,0.67,0.084,0.774,0.072,0.545,0.017,0.717,0.163,0.67,0.02,0.38,0.022,0.409,0.01,0.847,0.159,0.545
"LMN1;458;",NA,NA,0.184,0.288,0.419,0.059,0.794,0.128,0.004,0.229,0.353,0.115,0.333,0.141,0.157,0.095,0.509,0.113,0.16,0.107,0.494,0.121,0.548,0.228,0.276,0.086,0.591,0.041,0.277,0.043,0.702,0.055,0.172,0.178,0.417,0.217,0.639,0.134,0.879,0.178,0.405,0.115
"LMN1;546;",NA,NA,0.01,0.151,0.072,0.287,0.01,0.139,0.278,0.048,0.007,0.51,0.082,0.114,0.038,0.187,0.041,0.243,0.035,0.159,0.019,0.081,0.044,0.17,0.019,0.11,0.056,0.152,0.237,0.383,0.045,0.103,0.195,0.25,0.013,0.199,0.057,0.207,0.022,0.148,0.022,0.186
"LMN1;570;",NA,NA,0.057,0.33,0,0.424,0.008,0.08,0.029,0.288,0.002,0.122,0.02,0.591,0.007,0.465,0.016,0.533,0.005,0.456,0.005,0.788,0.003,0.456,0.023,0.589,0.002,0.377,0.007,0.24,0,0.618,0.033,0.669,0.015,0.4,0.034,0.284,0.026,0.6,0.015,0.329
"LMN1;573;",NA,NA,0.004,0.19,0.006,0.174,0.001,0.204,0,0.083,0.01,0.18,0.01,0.322,0.005,0.321,0,0.418,0.014,0.255,0.005,0.24,0.025,0.219,0.015,0.54,0.013,0.227,0,0.48,0.005,0.424,0.012,0.586,0.018,0.232,0.002,0.302,0,0.103,0.003,0.417
"LMN1;575;",NA,NA,0,0.19,0.001,0.069,0,0.126,0,0.078,0.001,0.113,0.004,0.524,0.008,0.312,0.001,0.464,0.002,0.409,0.001,0.468,0.005,0.406,0.011,0.544,0.012,0.524,0.005,0.214,0,0.575,0.071,0.597,0.054,0.276,0.039,0.308,0.087,0.102,0.014,0.307
"LMN1;633;",NA,NA,0,0.126,0.004,0.028,0,0.037,0,0.019,0.002,0.041,0.006,0.067,0.005,0.11,0,0.077,0.009,0.142,0.002,0.023,0.007,0.092,0.003,0.043,0.004,0.023,0,0.395,0,0.07,0.012,0.137,0.017,0.093,0.016,0.208,0.003,0.035,0.014,0.193
"LMN1;637;",NA,NA,0,0.064,0.001,0.057,0,0.054,0,0.019,0,0.088,0.004,0.111,0.003,0.072,0,0.159,0.003,0.085,0.001,0.08,0.002,0.117,0.002,0.121,0.011,0.095,0,0.048,0,0.094,0.012,0.102,0.007,0.109,0.006,0.221,0,0.143,0.002,0.142
"LMNB2;427;",NA,NA,0,0.401,0.002,0.53,0,0.429,0,0.9,0,0.538,0.005,0.585,0.007,0.537,0,0.329,0.015,0.204,0.002,0.233,0.017,0.326,0.01,0.456,0.01,0.386,0.004,0.76,0.007,0.456,0.011,0.395,0.011,0.612,0.001,0.525,0.022,0.173,0.004,0.642
"LMO6;491;",NA,NA,0.434,0.217,0.427,0.051,0.799,0.124,0.023,0.09,0.27,0.06,0.347,0.106,0.096,0.096,0.577,0.223,0.259,0.089,0.519,0.122,0.553,0.112,0.324,0.254,0.483,0.105,0.469,0.063,0.684,0.1,0.204,0.188,0.576,0.207,0.415,0.104,0.767,0.089,0.368,0.104
"LMO7;1020;",NA,NA,0.014,0.153,0.003,0.068,0,0.157,0,0.058,0.004,0.137,0.008,0.201,0.005,0.139,0,0.182,0.028,0.112,0.001,0.07,0.031,0.222,0.004,0.128,0.023,0.328,0.017,0.405,0.006,0.096,0.006,0.316,0.015,0.427,0.007,0.312,0.007,0.141,0.003,0.251
"LMO7;1516;",NA,NA,0.996,0.374,0.992,0.548,0.999,0.439,0.996,0.214,0.966,0.59,0.998,0.337,0.983,0.516,0.997,0.381,0.986,0.486,0.998,0.531,0.991,0.589,0.964,0.279,0.989,0.416,0.911,0.448,0.987,0.319,0.992,0.255,0.988,0.321,0.992,0.233,0.996,0.759,0.998,0.393
"LMO7;1533;",NA,NA,0.1,0.207,0.002,0.272,0.028,0.036,0.033,0.158,0.01,0.098,0.034,0.197,0.024,0.221,0.021,0.167,0.03,0.145,0.013,0.41,0.017,0.428,0.038,0.198,0.021,0.132,0.008,0.087,0.009,0.131,0.013,0.286,0.024,0.268,0.015,0.208,0.005,0.553,0.019,0.15
"LMO7;1609;",NA,NA,0.024,0.254,0.008,0.092,0.002,0.123,0,0.087,0.01,0.137,0.009,0.548,0.002,0.316,0,0.39,0.009,0.371,0,0.547,0.015,0.256,0.003,0.582,0.004,0.347,0.003,0.207,0.002,0.584,0.004,0.629,0,0.291,0.011,0.373,0.001,0.202,0.01,0.322
"LMO7;194;",NA,NA,0.154,0.197,0.32,0.017,0.79,0.058,0.003,0.219,0.189,0.034,0.325,0.176,0.108,0.135,0.424,0.049,0.102,0.062,0.463,0.042,0.517,0.252,0.239,0.053,0.462,0.011,0.251,0.347,0.675,0.032,0.095,0.219,0.211,0.148,0.408,0.153,0.581,0.11,0.345,0.142
"LMO7;57;",NA,NA,0,0.079,0.001,0.121,0,0.076,0,0.196,0.002,0.033,0.009,0.26,0.005,0.274,0,0.302,0.009,0.17,0.005,0.153,0.02,0.358,0.004,0.526,0.013,0.225,0.004,0.466,0.005,0.228,0.024,0.584,0.037,0.256,0.013,0.271,0.004,0.139,0.02,0.215
"LMOD1;504;",NA,NA,0.352,0.3,0.176,0.488,0.045,0.634,0.692,0.709,0.071,0.455,0.44,0.544,0.061,0.52,0.21,0.17,0.342,0.469,0.188,0.288,0.265,0.284,0.112,0.354,0.101,0.411,0.406,0.573,0.115,0.281,0.477,0.46,0.278,0.42,0.131,0.644,0.058,0.619,0.421,0.399
"LMOD1;551;",NA,NA,0.023,0.194,0.05,0.423,0.011,0.335,0.318,0.213,0.004,0.563,0.089,0.164,0.026,0.133,0.047,0.3,0.03,0.119,0.02,0.139,0.025,0.282,0.017,0.243,0.045,0.551,0.283,0.567,0.027,0.276,0.242,0.298,0.017,0.445,0.067,0.42,0.027,0.629,0.029,0.431
"LMPC3;16;",NA,NA,0,0.125,0.002,0.087,0,0.027,0,0.113,0,0.058,0.003,0.058,0.003,0.024,0,0.046,0.002,0.068,0,0.02,0,0.021,0.004,0.037,0,0.216,0,0.038,0,0.017,0.072,0.058,0.059,0.06,0.051,0.063,0.112,0.044,0.013,0.077
"LNK;102;",NA,NA,0,0.16,0.003,0.011,0,0.11,0,0.235,0.003,0.046,0.001,0.153,0.004,0.04,0,0.066,0.011,0.028,0,0.025,0.005,0.184,0.006,0.062,0.011,0.055,0.002,0.033,0,0.031,0.014,0.11,0.002,0.163,0.007,0.084,0.025,0.041,0,0.046
"LNK;103;",NA,NA,0.006,0.084,0.001,0.093,0.001,0.116,0,0.058,0.011,0.056,0.004,0.221,0.004,0.213,0,0.323,0.009,0.179,0,0.122,0.006,0.193,0.005,0.428,0.002,0.093,0.001,0.089,0,0.171,0.015,0.503,0.011,0.192,0.005,0.169,0.003,0.06,0.005,0.146
"LNK;302;",NA,NA,0.089,0.409,0.009,0.426,0.009,0.262,0.029,0.248,0.002,0.376,0.072,0.273,0.018,0.431,0.022,0.481,0.037,0.418,0.005,0.611,0.01,0.492,0.031,0.225,0.002,0.718,0.011,0.158,0.014,0.313,0.009,0.342,0.017,0.437,0.034,0.324,0.006,0.719,0.007,0.264
"LNPEP;51;",NA,NA,0.122,0.152,0.044,0.389,0.006,0.127,0.142,0.197,0.011,0.097,0.057,0.619,0.2,0.368,0.076,0.267,0.085,0.462,0.057,0.696,0.046,0.435,0.242,0.633,0.009,0.477,0.061,0.276,0.006,0.6,0.041,0.733,0.015,0.394,0.029,0.355,0.033,0.8,0.053,0.433
"LNPEP;73;",NA,NA,0.002,0.078,0.006,0.176,0.001,0.154,0,0.158,0.001,0.056,0.013,0.142,0.008,0.044,0.001,0.154,0.031,0.04,0.001,0.065,0.005,0.059,0.016,0.089,0.007,0.06,0,0.039,0,0.029,0.005,0.07,0.006,0.128,0.006,0.101,0.003,0.098,0.008,0.127
"LOH12CR1;75;",NA,NA,0.017,0.266,0.035,0.142,0.002,0.316,0,0.156,0.012,0.217,0.023,0.096,0.007,0.117,0,0.208,0.037,0.204,0.004,0.152,0.005,0.122,0.002,0.078,0.012,0.41,0.004,0.104,0.004,0.208,0.004,0.226,0.012,0.315,0.006,0.235,0.005,0.148,0.009,0.265
"LPIN1;176;",NA,NA,0.003,0.549,0.002,0.132,0,0.532,0,0.39,0.007,0.516,0.011,0.263,0.007,0.249,0,0.499,0.035,0.269,0,0.231,0.005,0.233,0.002,0.105,0.002,0.479,0.001,0.077,0.001,0.238,0.005,0.12,0.006,0.202,0.008,0.08,0.001,0.225,0,0.22
"LPIN1;187;",NA,NA,0.001,0.412,0.002,0.073,0.001,0.252,0,0.411,0.014,0.064,0.002,0.145,0.004,0.077,0,0.065,0.016,0.127,0,0.098,0.004,0.235,0.003,0.075,0.001,0.344,0.002,0.055,0.001,0.104,0.057,0.214,0.019,0.166,0.026,0.048,0.038,0.269,0.013,0.067
"LPIN1;188;",NA,NA,0.018,0.333,0.062,0.459,0.015,0.652,0.555,0.191,0.018,0.591,0.115,0.195,0.036,0.229,0.06,0.457,0.011,0.249,0.039,0.259,0.023,0.162,0.016,0.081,0.025,0.586,0.306,0.106,0.028,0.211,0.241,0.182,0.005,0.245,0.134,0.101,0.044,0.574,0.023,0.232
"LPIN1;252;",NA,NA,0.001,0.252,0.002,0.115,0,0.176,0,0.078,0.004,0.286,0.004,0.075,0.006,0.027,0,0.074,0.014,0.138,0,0.024,0.006,0.075,0.006,0.061,0.006,0.215,0.001,0.034,0.003,0.124,0.082,0.065,0.073,0.166,0.035,0.167,0.088,0.07,0.025,0.111
"LPIN1;254;",NA,NA,0,0.19,0,0.154,0,0.093,0,0.085,0,0.265,0.002,0.173,0.002,0.108,0,0.106,0.02,0.08,0,0.031,0.005,0.126,0.008,0.083,0.001,0.076,0.002,0.416,0.002,0.105,0.026,0.168,0.004,0.084,0.001,0.204,0.018,0.072,0.001,0.157
"LPIN1;260;",NA,NA,0.205,0.53,0.221,0.717,0.132,0.478,0.949,0.443,0.051,0.642,0.166,0.819,0.438,0.771,0.298,0.763,0.287,0.735,0.209,0.796,0.346,0.74,0.496,0.763,0.205,0.689,0.399,0.646,0.159,0.862,0.617,0.772,0.063,0.51,0.14,0.564,0.037,0.906,0.279,0.691
"LPIN1;295;",NA,NA,0.007,0.493,0.003,0.558,0.001,0.679,0,0.825,0.009,0.554,0.011,0.728,0.005,0.764,0,0.69,0.008,0.605,0,0.477,0.001,0.384,0.001,0.826,0.003,0.636,0.001,0.902,0,0.889,0.014,0.809,0.011,0.677,0.006,0.847,0.001,0.16,0.005,0.705
"LPIN1;323;",NA,NA,0.124,0.856,0.102,0.864,0.106,0.805,0.231,0.975,0.021,0.712,0.101,0.985,0.311,0.974,0.217,0.966,0.256,0.935,0.127,0.656,0.145,0.843,0.487,0.953,0.091,0.873,0.073,0.869,0.017,0.974,0.173,0.956,0.007,0.929,0.022,0.951,0.017,0.985,0.161,0.967
"LPIN1;359;",NA,NA,0.123,0.752,0.02,0.74,0.008,0.67,0.081,0.868,0.008,0.465,0.05,0.793,0.06,0.805,0.049,0.603,0.056,0.789,0.006,0.819,0.028,0.612,0.069,0.824,0.009,0.623,0.025,0.753,0.002,0.679,0.015,0.839,0.016,0.62,0.034,0.899,0.01,0.911,0.014,0.785
"LPIN1;435;",NA,NA,0.003,0.113,0.005,0.14,0,0.05,0,0.016,0.001,0.234,0.005,0.216,0.01,0.187,0,0.128,0.006,0.169,0,0.077,0.007,0.128,0.008,0.128,0.004,0.076,0.001,0.371,0,0.073,0.007,0.276,0.013,0.227,0.007,0.176,0.003,0.384,0.001,0.131
"LPIN1;439;",NA,NA,0.014,0.389,0.069,0.411,0.015,0.549,0.553,0.223,0.004,0.552,0.095,0.154,0.022,0.191,0.06,0.318,0.015,0.21,0.039,0.208,0.011,0.115,0.012,0.104,0.041,0.485,0.299,0.117,0.027,0.208,0.246,0.233,0.005,0.349,0.08,0.125,0.027,0.534,0.045,0.287
"LPIN1;442;",NA,NA,0.133,0.241,0.098,0.506,0.017,0.263,0.144,0.495,0.022,0.218,0.092,0.726,0.323,0.491,0.109,0.615,0.235,0.5,0.081,0.769,0.07,0.673,0.272,0.702,0.039,0.58,0.079,0.282,0.009,0.67,0.073,0.652,0.019,0.337,0.043,0.434,0.049,0.84,0.084,0.499
"LPIN1;450;",NA,NA,0.001,0.374,0.001,0.132,0,0.18,0,0.122,0.003,0.128,0.006,0.651,0.002,0.389,0,0.615,0.008,0.478,0,0.553,0,0.293,0.006,0.686,0.01,0.401,0,0.269,0,0.697,0.005,0.663,0.013,0.374,0.012,0.391,0.006,0.326,0.013,0.399
"LPIN1;564;",NA,NA,0.432,0.3,0.389,0.058,0.798,0.149,0.008,0.08,0.38,0.145,0.318,0.082,0.154,0.129,0.573,0.099,0.311,0.146,0.524,0.069,0.548,0.136,0.331,0.105,0.523,0.07,0.458,0.366,0.729,0.05,0.267,0.267,0.666,0.237,0.59,0.189,0.941,0.13,0.413,0.194
"LPIN1;599;",NA,NA,0.001,0.178,0.011,0.062,0.001,0.092,0,0.019,0.013,0.233,0.005,0.115,0.005,0.119,0,0.08,0.027,0.114,0.001,0.012,0.02,0.101,0.01,0.039,0.019,0.046,0.014,0.329,0.003,0.065,0.01,0.192,0.016,0.093,0.004,0.139,0.004,0.054,0,0.184
"LPIN1;600;",NA,NA,0.006,0.288,0.006,0.145,0.001,0.188,0,0.099,0.014,0.173,0.004,0.289,0.01,0.246,0.001,0.329,0.015,0.249,0.001,0.243,0.007,0.162,0.016,0.542,0.017,0.203,0.002,0.11,0,0.413,0.068,0.543,0.101,0.255,0.077,0.228,0.15,0.282,0.018,0.281
"LPIN1;601;",NA,NA,0.006,0.289,0.002,0.022,0.001,0.154,0.001,0.081,0.006,0.265,0.013,0.099,0.011,0.094,0,0.153,0.046,0.092,0.001,0.076,0.003,0.097,0.006,0.078,0.006,0.079,0.005,0.021,0.001,0.091,0.009,0.1,0.012,0.101,0.008,0.063,0.006,0.172,0.007,0.126
"LPIN1;602;",NA,NA,0.02,0.22,0.037,0.335,0.003,0.392,0.038,0.26,0.013,0.578,0.026,0.106,0.014,0.176,0.003,0.182,0.024,0.094,0.016,0.126,0.019,0.251,0.02,0.085,0.016,0.311,0.065,0.209,0.018,0.083,0.125,0.114,0.123,0.416,0.096,0.287,0.195,0.145,0.039,0.211
"LPIN1;815;",NA,NA,0.001,0.317,0,0.114,0,0.048,0,0.154,0.003,0.047,0.015,0.108,0.009,0.086,0,0.073,0.027,0.095,0.004,0.05,0.013,0.137,0.005,0.04,0.01,0.299,0,0.067,0.008,0.046,0.003,0.206,0.005,0.13,0.003,0.085,0.002,0.036,0,0.087
"LPIN1;859;",NA,NA,0.489,0.265,0.52,0.108,0.806,0.128,0.01,0.249,0.338,0.143,0.339,0.137,0.232,0.106,0.577,0.305,0.323,0.084,0.514,0.139,0.57,0.078,0.388,0.265,0.625,0.095,0.46,0.03,0.726,0.142,0.163,0.114,0.523,0.162,0.536,0.163,0.781,0.224,0.366,0.12
"LPIN1;867;",NA,NA,0.166,0.572,0.092,0.418,0.141,0.156,0.218,0.528,0.009,0.307,0.187,0.387,0.175,0.397,0.218,0.478,0.139,0.57,0.138,0.606,0.128,0.579,0.467,0.404,0.082,0.87,0.09,0.131,0.023,0.518,0.257,0.392,0.168,0.416,0.115,0.431,0.174,0.847,0.177,0.412
"LPIN2;281;",NA,NA,0.004,0.396,0.007,0.401,0,0.673,0,0.358,0.012,0.435,0.014,0.491,0.007,0.684,0,0.687,0.058,0.625,0.004,0.455,0.011,0.366,0.005,0.715,0.012,0.494,0.001,0.804,0.004,0.738,0.021,0.829,0.015,0.689,0.012,0.736,0.025,0.367,0.012,0.489
"LPIN2;283;",NA,NA,0.484,0.493,0.26,0.582,0.051,0.458,0.849,0.249,0.105,0.459,0.505,0.237,0.27,0.243,0.268,0.332,0.375,0.391,0.264,0.51,0.308,0.539,0.302,0.178,0.096,0.331,0.455,0.087,0.153,0.204,0.487,0.224,0.293,0.213,0.137,0.155,0.041,0.817,0.445,0.223
"LPP3;19;",NA,NA,0.014,0.558,0.003,0.613,0,0.463,0,0.908,0.002,0.721,0.005,0.627,0.002,0.564,0,0.314,0.006,0.452,0.001,0.422,0.01,0.338,0,0.534,0.007,0.468,0.003,0.85,0.002,0.59,0.063,0.51,0.009,0.62,0.014,0.706,0.036,0.161,0.016,0.626
"LPTS;228;",NA,NA,0.01,0.175,0.021,0.186,0.002,0.12,0.112,0.096,0.003,0.241,0.082,0.117,0.012,0.055,0.004,0.105,0.026,0.063,0.024,0.027,0.02,0.128,0.016,0.101,0.021,0.397,0.204,0.077,0.021,0.182,0.142,0.131,0.01,0.127,0.052,0.156,0.022,0.182,0.023,0.185
"LPTS;233;",NA,NA,0.004,0.277,0.001,0.431,0.001,0.646,0,0.362,0.007,0.619,0.001,0.144,0.005,0.451,0,0.184,0.004,0.133,0.003,0.308,0.003,0.179,0.004,0.155,0.008,0.39,0.001,0.811,0,0.225,0.076,0.256,0.068,0.68,0.075,0.619,0.113,0.151,0.015,0.207
"LRCH3;324;",NA,NA,0.005,0.214,0.003,0.129,0.001,0.072,0,0.083,0.012,0.029,0.008,0.073,0.008,0.02,0,0.039,0.012,0.088,0.003,0.022,0.007,0.097,0.005,0.082,0.01,0.043,0.001,0.04,0.001,0.083,0.002,0.112,0.009,0.182,0.005,0.187,0.001,0.08,0.001,0.087
"LRCH4;513;",NA,NA,0.022,0.224,0.02,0.149,0.605,0.138,0.003,0.102,0.102,0.137,0.148,0.075,0.168,0.037,0.066,0.082,0.088,0.126,0.168,0.107,0.104,0.066,0.059,0.079,0.482,0.094,0.095,0.083,0.029,0.06,0.036,0.215,0.045,0.057,0.201,0.171,0.105,0.172,0.34,0.082
"LRF;331;",NA,NA,0.004,0.207,0.002,0.04,0,0.234,0,0.276,0.004,0.203,0.002,0.176,0.007,0.167,0,0.054,0.021,0.09,0,0.08,0.009,0.359,0.004,0.065,0.011,0.337,0.001,0.37,0,0.049,0.01,0.143,0.007,0.199,0.003,0.224,0.007,0.3,0,0.219
"LRIG1;1066;",NA,NA,0,0.124,0.002,0.019,0,0.111,0,0.104,0.001,0.068,0.004,0.088,0.005,0.057,0,0.24,0.004,0.155,0.004,0.031,0.015,0.151,0.002,0.243,0.011,0.141,0,0.085,0,0.065,0.013,0.089,0.006,0.124,0.001,0.19,0,0.275,0,0.126
"LRIG1;1067;",NA,NA,0.008,0.198,0.008,0.538,0.002,0.722,0,0.709,0.013,0.749,0.011,0.611,0.004,0.57,0,0.31,0.007,0.28,0,0.401,0.004,0.372,0.002,0.516,0.01,0.5,0,0.785,0,0.524,0.018,0.455,0.008,0.587,0.003,0.776,0,0.165,0.007,0.604
"LRIG1;957;",NA,NA,0.002,0.283,0,0.133,0,0.16,0,0.36,0.001,0.088,0.007,0.655,0,0.417,0,0.505,0.008,0.501,0,0.512,0.013,0.378,0.001,0.598,0.004,0.551,0,0.564,0,0.574,0.007,0.675,0.007,0.331,0.003,0.342,0,0.123,0,0.374
"LRP;176;",NA,NA,0,0.128,0,0.157,0,0.071,0,0.121,0.001,0.021,0.007,0.059,0.009,0.016,0,0.048,0.023,0.068,0.004,0.05,0.008,0.119,0.006,0.087,0.015,0.093,0.001,0.039,0.008,0.087,0.077,0.18,0.092,0.15,0.079,0.165,0.114,0.314,0.017,0.052
